Response,Feature_Name,Coef
Remission,disease_33135002,-0.02069465003106404
Remission,disease_33167004,0.012918242325556675
Remission,disease_33262002,0.002661432718743203
Remission,disease_33308003,0.005322346658677849
Remission,disease_33339001,-0.017535298880188552
Remission,disease_33420007,0.037554614421730616
Remission,disease_33449004,0.01885987884425114
Remission,disease_33603003,0.04361823710603785
Remission,disease_33647009,0.030829204705599474
Remission,disease_33659008,0.017637563328747618
Remission,disease_33839006,-0.010354190948947248
Remission,disease_33910007,-0.007792784764436661
Remission,disease_33958003,-0.036983218292206375
Remission,disease_34000006,-0.0022917662093490205
Remission,disease_34014006,-0.007978709380909608
Remission,disease_34095006,0.006043859986673212
Remission,disease_34139004,-0.012923063304927025
Remission,disease_34150001,-0.014785859538450281
Remission,disease_34268009,-0.03587072334334188
Remission,disease_34500003,0.008609182866602533
Remission,disease_34649000,-0.025146557458655558
Remission,disease_34711008,-0.008351555653684036
Remission,disease_34713006,-0.0038663377188361135
Remission,disease_34742003,-0.003500958160613023
Remission,disease_34801009,0.01869442930343929
Remission,disease_34842007,-0.012322285895812874
Remission,disease_35240004,0.0010090799090815093
Remission,disease_35253001,0.0027667798881113146
Remission,disease_35298007,-0.015451020397957071
Remission,disease_35442005,-0.0019255531995958273
Remission,disease_35455006,0.015647229990399858
Remission,disease_35472004,-0.010854289540535723
Remission,disease_35486000,0.036298357739764336
Remission,disease_35489007,-0.029586733584169033
Remission,disease_35607004,-0.0036193452647491835
Remission,disease_35688006,0.03319333994516665
Remission,disease_35923002,0.0038228986449467765
Remission,disease_36071006,-0.008809297936964588
Remission,disease_36083008,-0.025237597159644905
Remission,disease_36118008,-0.011817016732536892
Remission,disease_36186002,-0.01821728950660385
Remission,disease_36209000,0.0016825912372930955
Remission,disease_36241006,0.004109699889825816
Remission,disease_36315003,0.013296689976520937
Remission,disease_36427004,0.009506328587657077
Remission,disease_36474008,-0.008261473976277309
Remission,disease_36656008,0.016277048369745053
Remission,disease_36689008,-0.0305606224943659
Remission,disease_36758002,-0.004726058647928143
Remission,disease_36787001,-0.02206166563208405
Remission,disease_36923009,-0.014485580645487736
Remission,disease_36924003,0.004171118618983307
Remission,disease_36948007,-0.004095644429074494
Remission,disease_37102008,-0.0033316206627345183
Remission,disease_37156001,-0.0065104211225632735
Remission,disease_37320007,-0.0023973070564143285
Remission,disease_37331004,-0.013768854788719682
Remission,disease_37344009,-0.01511881162450407
Remission,disease_37657006,-0.004028724005899534
Remission,disease_37785001,0.009211352711551282
Remission,disease_37796009,-0.017881755361641768
Remission,disease_37907001,-0.013135774084175513
Remission,disease_38101003,-0.01884390082878266
Remission,disease_38341003,-0.015923964641036546
Remission,disease_38365000,-0.0070963512502763655
Remission,disease_38540001,0.015471180352692498
Remission,disease_38822007,-0.009400711639609514
Remission,disease_38907003,-0.005322478712443927
Remission,disease_39021009,-0.005755234799573768
Remission,disease_39419009,-0.0009804358442919122
Remission,disease_39446004,0.003244069685278488
Remission,disease_39450006,-0.009479463178969746
Remission,disease_39547005,-0.0033351835924343887
Remission,disease_39579001,0.013796597284509545
Remission,disease_39621005,-0.024194799392275257
Remission,disease_39629007,0.011229317403572003
Remission,disease_39763004,0.0014655795167015243
Remission,disease_39772007,-0.0035024236033277707
Remission,disease_39839004,0.00019783486543757225
Remission,disease_39898005,-0.01895562014296135
Remission,disease_40055000,-0.021780719760384395
Remission,disease_40130009,-0.01525769221641485
Remission,disease_40178009,-0.00781896847571182
Remission,disease_40257000,-0.0036214235279333797
Remission,disease_40275004,-0.0035548743701019478
Remission,disease_40287006,-0.005347853755729487
Remission,disease_40379007,-0.012740813106360124
Remission,disease_40425004,0.017843031511145566
Remission,disease_40541001,-0.014740081005652035
Remission,disease_40609001,0.01511716703840909
Remission,disease_40720005,0.012642107329417673
Remission,disease_40733004,0.0039017279249378336
Remission,disease_40739000,-0.011753254886460117
Remission,disease_40884005,-0.00951542816792786
Remission,disease_40930008,0.011801427899217483
Remission,disease_40987004,0.035590212876189686
Remission,disease_41137001,-0.004874912519949434
Remission,disease_41188003,-0.021435089727281302
Remission,disease_41256004,-0.015606950928222929
Remission,disease_41291007,0.03492786263148963
Remission,disease_41341006,-0.0037126214615183306
Remission,disease_41446000,0.01555421223251341
Remission,disease_41546002,-0.0003161915440353676
Remission,disease_41888000,-0.04196147112534477
Remission,disease_41975002,-0.032834735763562335
Remission,disease_42188001,0.012978612703745637
Remission,disease_42251007,0.006937286826146229
Remission,disease_42265009,0.014523853079443943
Remission,disease_42343007,0.0032006935832010115
Remission,disease_42345000,0.01835340930392953
Remission,disease_42399005,-0.01721271936843835
Remission,disease_42513006,-0.0013503044341878821
Remission,disease_42636007,0.030972406165778957
Remission,disease_42643001,-0.038082332060696986
Remission,disease_42658009,-0.020681232725611603
Remission,disease_42711005,0.016992012173899767
Remission,disease_42744004,0.00227962502768286
Remission,disease_42786005,-0.02825251377980952
Remission,disease_42982001,0.01619614998455126
Remission,disease_43064006,0.002046661185288923
Remission,disease_43240000,0.02041256691310366
Remission,disease_43339004,-0.0007366562328219678
Remission,disease_43878008,-0.019520976355270565
Remission,disease_44054006,-0.001881909192237182
Remission,disease_44057004,-0.007570813638582718
Remission,disease_44165003,0.016518893525660782
Remission,disease_44186003,-0.015791653314011184
Remission,disease_44268007,0.00530461862242554
Remission,disease_44465007,0.01526232296859628
Remission,disease_44771000,-0.00047533484683951973
Remission,disease_44772007,-0.010716304280264238
Remission,disease_44795003,0.0069544181832005844
Remission,disease_44801007,0.013086473738937097
Remission,disease_44808001,0.019920247611044526
Remission,disease_45007003,-0.0014737658821746846
Remission,disease_45564002,-0.005662486380956882
Remission,disease_45600000,-0.003296733683267594
Remission,disease_45613006,0.01118220813783036
Remission,disease_45636002,0.04085139942538716
Remission,disease_45816000,-0.033282364601099
Remission,disease_45828008,-0.008347894340225037
Remission,disease_46090001,-0.011814039324756734
Remission,disease_46113002,0.00910833778062434
Remission,disease_46152009,-0.01134651234881713
Remission,disease_46177005,-0.02197808734402148
Remission,disease_46206005,-0.014019411082172174
Remission,disease_46244001,0.041356667237316284
Remission,disease_46557008,-0.006828125710794995
Remission,disease_46621007,-0.008691647016605703
Remission,disease_46627006,-0.012964235240478612
Remission,disease_46635009,0.017109454381444122
Remission,disease_46689006,-0.015716161702123446
Remission,disease_46847001,0.0037317474016338894
Remission,disease_46963008,-0.03254341372413948
Remission,disease_46975003,0.018410625618703914
Remission,disease_47126008,0.0030278441124947622
Remission,disease_47270006,0.025848986873022464
Remission,disease_47372000,-0.014045552853450492
Remission,disease_47382004,-0.01420795667703162
Remission,disease_47505003,-0.00294490217511373
Remission,disease_47639008,0.002627416116578858
Remission,disease_47803004,0.006131897238791059
Remission,disease_47812002,0.033388816352738174
Remission,disease_47903000,-0.004298595037217956
Remission,disease_48123002,-0.01508612812832859
Remission,disease_48125009,0.015554378989341543
Remission,disease_48210000,0.006902646581841075
Remission,disease_48277006,-0.0004672399685408143
Remission,disease_48475001,-0.008163652266668311
Remission,disease_48500005,-0.011226512398879297
Remission,disease_48522003,0.02793455181836846
Remission,disease_48532005,-0.017382270468820918
Remission,disease_48661000,-0.027179971762510944
Remission,disease_49049000,0.005219351883396588
Remission,disease_49220004,0.0218715051458941
Remission,disease_49346003,0.04021458231085404
Remission,disease_49388007,-0.004968218815626795
Remission,disease_49436004,-0.0010648670945503573
Remission,disease_49455004,0.02196733327009111
Remission,disease_49472006,0.005079915906888907
Remission,disease_49601007,-0.023466081263083027
Remission,disease_49698005,0.017563950345296418
Remission,disease_49765009,0.052294451850221704
Remission,disease_50043002,-0.015463232622241843
Remission,disease_50122000,0.025461405847534386
Remission,disease_50127006,0.03192213257136627
Remission,disease_50248002,-0.010280948920087253
Remission,disease_50325005,-0.021637677218585664
Remission,disease_50438001,0.011571635134453643
Remission,disease_50485007,0.0019635623776741227
Remission,disease_50563003,0.012932439691254224
Remission,disease_50582007,-0.008485835680915483
Remission,disease_50711007,-0.01243293930360549
Remission,disease_51244008,-0.008252582913748233
Remission,disease_51274000,-0.020413095124124835
Remission,disease_51292008,0.006502873835047017
Remission,disease_51387008,-0.017570275124338387
Remission,disease_51599000,-0.036124194935045165
Remission,disease_51615001,0.00899335206178627
Remission,disease_51781006,-0.003403171442240363
Remission,disease_52002008,-0.018069487346287966
Remission,disease_52011008,0.01741687965065753
Remission,disease_52089001,-0.028343105427335785
Remission,disease_52231000,-0.008603043015001241
Remission,disease_52254009,-0.0008462844117021652
Remission,disease_52441000,-0.004124323245559957
Remission,disease_52448006,0.002797823910765934
Remission,disease_52702003,-0.021987672201736766
Remission,disease_52967002,0.02814701397702113
Remission,disease_53084003,-0.00730002423716375
Remission,disease_53226007,0.0010861275888765475
Remission,disease_53286005,0.0023059002372379706
Remission,disease_53298000,-0.0035618965739667822
Remission,disease_53318002,0.005430996850234367
Remission,disease_53619000,-0.01853823287845595
Remission,disease_53627009,0.028498355654999554
Remission,disease_53726008,0.021988442089724367
Remission,disease_53741008,-0.02081653208765785
Remission,disease_53854005,0.007377805783425119
Remission,disease_53889007,0.012887823326201284
Remission,disease_53936005,0.00038090107408035156
Remission,disease_53963006,-0.0050864029910019015
Remission,disease_54048003,-0.011053478679818238
Remission,disease_54097007,0.012176352813739135
Remission,disease_54302000,-0.026275790507967807
Remission,disease_54398005,-0.020151432696758294
Remission,disease_54404000,-0.019689081127000796
Remission,disease_55146009,-0.012949689945987896
Remission,disease_55310007,0.0016417408310973993
Remission,disease_55342001,-0.03445857337579692
Remission,disease_55382008,-0.0005503100222280153
Remission,disease_55464009,-0.006412769606618416
Remission,disease_55525008,0.01395172491838408
Remission,disease_55668003,-0.0027476710764374242
Remission,disease_55735004,-0.008067304008168748
Remission,disease_55822004,-0.019345545317635153
Remission,disease_55833001,-0.011569734458148013
Remission,disease_55855009,-0.005827021453616933
Remission,disease_56038003,0.024794526722908248
Remission,disease_56097005,-0.010774806197785473
Remission,disease_56265001,0.007597074486896157
Remission,disease_56294008,0.005659141262105929
Remission,disease_56317004,-0.009025059388153638
Remission,disease_56454009,0.0016694532994371595
Remission,disease_56576003,-0.011251067692788925
Remission,disease_56627002,-0.0204211743203416
Remission,disease_56689002,-0.009913707516189408
Remission,disease_56713002,-0.037811370698791806
Remission,disease_56727007,0.015967137983396218
Remission,disease_56836000,-0.015898093019485318
Remission,disease_56882008,-0.026759786677022696
Remission,disease_57019003,-0.027883794981521316
Remission,disease_57044006,-0.045162417632402356
Remission,disease_57054005,0.004475603246324913
Remission,disease_57190000,0.0019350859479175398
Remission,disease_57194009,0.005342705075296675
Remission,disease_57406009,-0.0036238369122282847
Remission,disease_57750009,0.04341749390913722
Remission,disease_57759005,-0.013664418407974353
Remission,disease_57781000,-0.03655274592688817
Remission,disease_57993004,0.0010373985933525556
Remission,disease_58075000,0.007328331693620744
Remission,disease_58193001,-0.012319493494540567
Remission,disease_58214004,0.014384141813458907
Remission,disease_58411009,0.018350491141140245
Remission,disease_58581001,0.0117196599410084
Remission,disease_58729003,0.016809070316999578
Remission,disease_58759008,0.008086162987699735
Remission,disease_58781003,-0.03349264434017328
Remission,disease_58797008,0.008873489700226356
Remission,disease_59118001,-0.014929440371067389
Remission,disease_59276001,0.01410432722255856
Remission,disease_59282003,-0.0008420722227837223
Remission,disease_59393003,-0.006502668995562172
Remission,disease_59621000,-0.02539694175042911
Remission,disease_59639009,0.019955014374780988
Remission,disease_59913009,0.013582764875419514
Remission,disease_59927004,0.00925318878342358
Remission,disease_60046008,-0.027789270318507715
Remission,disease_60058008,0.0016708853567017432
Remission,disease_60113004,-0.02901789777875827
Remission,disease_60168000,-0.01263547729092129
Remission,disease_60189009,-0.005766096490335828
Remission,disease_60318001,-0.0055190847802283815
Remission,disease_60331006,-0.03869150511056014
Remission,disease_60342002,-0.003062464068057685
Remission,disease_60389000,0.049933597924545
Remission,disease_60423000,0.025673383695755257
Remission,disease_60442001,-0.01735684480182689
Remission,disease_60555002,-0.01477350978381516
Remission,disease_60600009,0.04358424224460464
Remission,disease_60667009,0.0007573443160740604
Remission,disease_60700002,-0.010825255890354945
Remission,disease_60853003,-0.020463852434371363
Remission,disease_60899001,0.009272278048135987
Remission,disease_60926001,-0.020578072097484554
Remission,disease_60937000,-0.00410041258532039
Remission,disease_61267008,-0.017330971796452876
Remission,disease_61296009,-0.00016151978340865413
Remission,disease_61565001,-0.010047570773323224
Remission,disease_61582004,-0.00215144911353169
Remission,disease_61599003,3.877459908650486e-05
Remission,disease_61937009,-0.002142589340441322
Remission,disease_62106007,-0.015456693192702849
Remission,disease_62394006,-0.025547387269266437
Remission,disease_62564004,-0.02012603640350024
Remission,disease_62635000,0.016849668564803865
Remission,disease_62752005,0.005749472998762141
Remission,disease_62909004,0.016796471220129915
Remission,disease_62914000,0.017106925127973023
Remission,disease_63102001,-0.0055342995164233385
Remission,disease_63305008,-0.001930937800868224
Remission,disease_63339007,-0.004418096871012505
Remission,disease_63440008,-0.0004066160113284957
Remission,disease_63467002,-0.025312915677648883
Remission,disease_63480004,0.00284944851610748
Remission,disease_63501000,0.00859109343877868
Remission,disease_63643000,-0.0003928453402158858
Remission,disease_64144002,0.00805352469161236
Remission,disease_64557000,-0.02790700617627853
Remission,disease_64576003,-0.0051159588748740685
Remission,disease_64634000,0.015868071996389472
Remission,disease_64766004,0.007951933305405966
Remission,disease_64779008,-0.005929686492805761
Remission,disease_64787009,-0.011390765650642905
Remission,disease_64859006,-0.012466690393328915
Remission,disease_64905009,-0.01992171921982691
Remission,disease_65120008,0.03386871660418433
Remission,disease_65172003,0.00249405729783248
Remission,disease_65260001,-0.009967080148952485
Remission,disease_65275009,-0.024606334226922603
Remission,disease_65323003,-0.02249749569014897
Remission,disease_65340007,0.027619683491343326
